TIMESLICE,YEAR,VALUE
S01B1,2015,0.04383561599999999
S01B1,2016,0.04383561599999999
S01B1,2017,0.04383561599999999
S01B1,2018,0.04383561599999999
S01B1,2019,0.04383561599999999
S01B1,2020,0.04383561599999999
S01B1,2021,0.04383561599999999
S01B1,2022,0.04383561599999999
S01B1,2023,0.04383561599999999
S01B1,2024,0.04383561599999999
S01B1,2025,0.04383561599999999
S01B1,2026,0.04383561599999999
S01B1,2027,0.04383561599999999
S01B1,2028,0.04383561599999999
S01B1,2029,0.04383561599999999
S01B1,2030,0.04383561599999999
S01B1,2031,0.04383561599999999
S01B1,2032,0.04383561599999999
S01B1,2033,0.04383561599999999
S01B1,2034,0.04383561599999999
S01B1,2035,0.04383561599999999
S01B1,2036,0.04383561599999999
S01B1,2037,0.04383561599999999
S01B1,2038,0.04383561599999999
S01B1,2039,0.04383561599999999
S01B1,2040,0.04383561599999999
S01B1,2041,0.04383561599999999
S01B1,2042,0.04383561599999999
S01B1,2043,0.04383561599999999
S01B1,2044,0.04383561599999999
S01B1,2045,0.04383561599999999
S01B1,2046,0.04383561599999999
S01B1,2047,0.04383561599999999
S01B1,2048,0.04383561599999999
S01B1,2049,0.04383561599999999
S01B1,2050,0.04383561599999999
S01B1,2051,0.04383561599999999
S01B1,2052,0.04383561599999999
S01B1,2053,0.04383561599999999
S01B1,2054,0.04383561599999999
S01B1,2055,0.04383561599999999
S01B1,2056,0.04383561599999999
S01B1,2057,0.04383561599999999
S01B1,2058,0.04383561599999999
S01B1,2059,0.04383561599999999
S01B1,2060,0.04383561599999999
S01B2,2015,0.109589041
S01B2,2016,0.109589041
S01B2,2017,0.109589041
S01B2,2018,0.109589041
S01B2,2019,0.109589041
S01B2,2020,0.109589041
S01B2,2021,0.109589041
S01B2,2022,0.109589041
S01B2,2023,0.109589041
S01B2,2024,0.109589041
S01B2,2025,0.109589041
S01B2,2026,0.109589041
S01B2,2027,0.109589041
S01B2,2028,0.109589041
S01B2,2029,0.109589041
S01B2,2030,0.109589041
S01B2,2031,0.109589041
S01B2,2032,0.109589041
S01B2,2033,0.109589041
S01B2,2034,0.109589041
S01B2,2035,0.109589041
S01B2,2036,0.109589041
S01B2,2037,0.109589041
S01B2,2038,0.109589041
S01B2,2039,0.109589041
S01B2,2040,0.109589041
S01B2,2041,0.109589041
S01B2,2042,0.109589041
S01B2,2043,0.109589041
S01B2,2044,0.109589041
S01B2,2045,0.109589041
S01B2,2046,0.109589041
S01B2,2047,0.109589041
S01B2,2048,0.109589041
S01B2,2049,0.109589041
S01B2,2050,0.109589041
S01B2,2051,0.109589041
S01B2,2052,0.109589041
S01B2,2053,0.109589041
S01B2,2054,0.109589041
S01B2,2055,0.109589041
S01B2,2056,0.109589041
S01B2,2057,0.109589041
S01B2,2058,0.109589041
S01B2,2059,0.109589041
S01B2,2060,0.109589041
S01B3,2015,0.021917808
S01B3,2016,0.021917808
S01B3,2017,0.021917808
S01B3,2018,0.021917808
S01B3,2019,0.021917808
S01B3,2020,0.021917808
S01B3,2021,0.021917808
S01B3,2022,0.021917808
S01B3,2023,0.021917808
S01B3,2024,0.021917808
S01B3,2025,0.021917808
S01B3,2026,0.021917808
S01B3,2027,0.021917808
S01B3,2028,0.021917808
S01B3,2029,0.021917808
S01B3,2030,0.021917808
S01B3,2031,0.021917808
S01B3,2032,0.021917808
S01B3,2033,0.021917808
S01B3,2034,0.021917808
S01B3,2035,0.021917808
S01B3,2036,0.021917808
S01B3,2037,0.021917808
S01B3,2038,0.021917808
S01B3,2039,0.021917808
S01B3,2040,0.021917808
S01B3,2041,0.021917808
S01B3,2042,0.021917808
S01B3,2043,0.021917808
S01B3,2044,0.021917808
S01B3,2045,0.021917808
S01B3,2046,0.021917808
S01B3,2047,0.021917808
S01B3,2048,0.021917808
S01B3,2049,0.021917808
S01B3,2050,0.021917808
S01B3,2051,0.021917808
S01B3,2052,0.021917808
S01B3,2053,0.021917808
S01B3,2054,0.021917808
S01B3,2055,0.021917808
S01B3,2056,0.021917808
S01B3,2057,0.021917808
S01B3,2058,0.021917808
S01B3,2059,0.021917808
S01B3,2060,0.021917808
S02B1,2015,0.025342466
S02B1,2016,0.025342466
S02B1,2017,0.025342466
S02B1,2018,0.025342466
S02B1,2019,0.025342466
S02B1,2020,0.025342466
S02B1,2021,0.025342466
S02B1,2022,0.025342466
S02B1,2023,0.025342466
S02B1,2024,0.025342466
S02B1,2025,0.025342466
S02B1,2026,0.025342466
S02B1,2027,0.025342466
S02B1,2028,0.025342466
S02B1,2029,0.025342466
S02B1,2030,0.025342466
S02B1,2031,0.025342466
S02B1,2032,0.025342466
S02B1,2033,0.025342466
S02B1,2034,0.025342466
S02B1,2035,0.025342466
S02B1,2036,0.025342466
S02B1,2037,0.025342466
S02B1,2038,0.025342466
S02B1,2039,0.025342466
S02B1,2040,0.025342466
S02B1,2041,0.025342466
S02B1,2042,0.025342466
S02B1,2043,0.025342466
S02B1,2044,0.025342466
S02B1,2045,0.025342466
S02B1,2046,0.025342466
S02B1,2047,0.025342466
S02B1,2048,0.025342466
S02B1,2049,0.025342466
S02B1,2050,0.025342466
S02B1,2051,0.025342466
S02B1,2052,0.025342466
S02B1,2053,0.025342466
S02B1,2054,0.025342466
S02B1,2055,0.025342466
S02B1,2056,0.025342466
S02B1,2057,0.025342466
S02B1,2058,0.025342466
S02B1,2059,0.025342466
S02B1,2060,0.025342466
S02B2,2015,0.06757990900000001
S02B2,2016,0.06757990900000001
S02B2,2017,0.06757990900000001
S02B2,2018,0.06757990900000001
S02B2,2019,0.06757990900000001
S02B2,2020,0.06757990900000001
S02B2,2021,0.06757990900000001
S02B2,2022,0.06757990900000001
S02B2,2023,0.06757990900000001
S02B2,2024,0.06757990900000001
S02B2,2025,0.06757990900000001
S02B2,2026,0.06757990900000001
S02B2,2027,0.06757990900000001
S02B2,2028,0.06757990900000001
S02B2,2029,0.06757990900000001
S02B2,2030,0.06757990900000001
S02B2,2031,0.06757990900000001
S02B2,2032,0.06757990900000001
S02B2,2033,0.06757990900000001
S02B2,2034,0.06757990900000001
S02B2,2035,0.06757990900000001
S02B2,2036,0.06757990900000001
S02B2,2037,0.06757990900000001
S02B2,2038,0.06757990900000001
S02B2,2039,0.06757990900000001
S02B2,2040,0.06757990900000001
S02B2,2041,0.06757990900000001
S02B2,2042,0.06757990900000001
S02B2,2043,0.06757990900000001
S02B2,2044,0.06757990900000001
S02B2,2045,0.06757990900000001
S02B2,2046,0.06757990900000001
S02B2,2047,0.06757990900000001
S02B2,2048,0.06757990900000001
S02B2,2049,0.06757990900000001
S02B2,2050,0.06757990900000001
S02B2,2051,0.06757990900000001
S02B2,2052,0.06757990900000001
S02B2,2053,0.06757990900000001
S02B2,2054,0.06757990900000001
S02B2,2055,0.06757990900000001
S02B2,2056,0.06757990900000001
S02B2,2057,0.06757990900000001
S02B2,2058,0.06757990900000001
S02B2,2059,0.06757990900000001
S02B2,2060,0.06757990900000001
S02B3,2015,0.008447489
S02B3,2016,0.008447489
S02B3,2017,0.008447489
S02B3,2018,0.008447489
S02B3,2019,0.008447489
S02B3,2020,0.008447489
S02B3,2021,0.008447489
S02B3,2022,0.008447489
S02B3,2023,0.008447489
S02B3,2024,0.008447489
S02B3,2025,0.008447489
S02B3,2026,0.008447489
S02B3,2027,0.008447489
S02B3,2028,0.008447489
S02B3,2029,0.008447489
S02B3,2030,0.008447489
S02B3,2031,0.008447489
S02B3,2032,0.008447489
S02B3,2033,0.008447489
S02B3,2034,0.008447489
S02B3,2035,0.008447489
S02B3,2036,0.008447489
S02B3,2037,0.008447489
S02B3,2038,0.008447489
S02B3,2039,0.008447489
S02B3,2040,0.008447489
S02B3,2041,0.008447489
S02B3,2042,0.008447489
S02B3,2043,0.008447489
S02B3,2044,0.008447489
S02B3,2045,0.008447489
S02B3,2046,0.008447489
S02B3,2047,0.008447489
S02B3,2048,0.008447489
S02B3,2049,0.008447489
S02B3,2050,0.008447489
S02B3,2051,0.008447489
S02B3,2052,0.008447489
S02B3,2053,0.008447489
S02B3,2054,0.008447489
S02B3,2055,0.008447489
S02B3,2056,0.008447489
S02B3,2057,0.008447489
S02B3,2058,0.008447489
S02B3,2059,0.008447489
S02B3,2060,0.008447489
S03B1,2015,0.104452055
S03B1,2016,0.104452055
S03B1,2017,0.104452055
S03B1,2018,0.104452055
S03B1,2019,0.104452055
S03B1,2020,0.104452055
S03B1,2021,0.104452055
S03B1,2022,0.104452055
S03B1,2023,0.104452055
S03B1,2024,0.104452055
S03B1,2025,0.104452055
S03B1,2026,0.104452055
S03B1,2027,0.104452055
S03B1,2028,0.104452055
S03B1,2029,0.104452055
S03B1,2030,0.104452055
S03B1,2031,0.104452055
S03B1,2032,0.104452055
S03B1,2033,0.104452055
S03B1,2034,0.104452055
S03B1,2035,0.104452055
S03B1,2036,0.104452055
S03B1,2037,0.104452055
S03B1,2038,0.104452055
S03B1,2039,0.104452055
S03B1,2040,0.104452055
S03B1,2041,0.104452055
S03B1,2042,0.104452055
S03B1,2043,0.104452055
S03B1,2044,0.104452055
S03B1,2045,0.104452055
S03B1,2046,0.104452055
S03B1,2047,0.104452055
S03B1,2048,0.104452055
S03B1,2049,0.104452055
S03B1,2050,0.104452055
S03B1,2051,0.104452055
S03B1,2052,0.104452055
S03B1,2053,0.104452055
S03B1,2054,0.104452055
S03B1,2055,0.104452055
S03B1,2056,0.104452055
S03B1,2057,0.104452055
S03B1,2058,0.104452055
S03B1,2059,0.104452055
S03B1,2060,0.104452055
S03B2,2015,0.334246575
S03B2,2016,0.334246575
S03B2,2017,0.334246575
S03B2,2018,0.334246575
S03B2,2019,0.334246575
S03B2,2020,0.334246575
S03B2,2021,0.334246575
S03B2,2022,0.334246575
S03B2,2023,0.334246575
S03B2,2024,0.334246575
S03B2,2025,0.334246575
S03B2,2026,0.334246575
S03B2,2027,0.334246575
S03B2,2028,0.334246575
S03B2,2029,0.334246575
S03B2,2030,0.334246575
S03B2,2031,0.334246575
S03B2,2032,0.334246575
S03B2,2033,0.334246575
S03B2,2034,0.334246575
S03B2,2035,0.334246575
S03B2,2036,0.334246575
S03B2,2037,0.334246575
S03B2,2038,0.334246575
S03B2,2039,0.334246575
S03B2,2040,0.334246575
S03B2,2041,0.334246575
S03B2,2042,0.334246575
S03B2,2043,0.334246575
S03B2,2044,0.334246575
S03B2,2045,0.334246575
S03B2,2046,0.334246575
S03B2,2047,0.334246575
S03B2,2048,0.334246575
S03B2,2049,0.334246575
S03B2,2050,0.334246575
S03B2,2051,0.334246575
S03B2,2052,0.334246575
S03B2,2053,0.334246575
S03B2,2054,0.334246575
S03B2,2055,0.334246575
S03B2,2056,0.334246575
S03B2,2057,0.334246575
S03B2,2058,0.334246575
S03B2,2059,0.334246575
S03B2,2060,0.334246575
S03B3,2015,0.06267123299999999
S03B3,2016,0.06267123299999999
S03B3,2017,0.06267123299999999
S03B3,2018,0.06267123299999999
S03B3,2019,0.06267123299999999
S03B3,2020,0.06267123299999999
S03B3,2021,0.06267123299999999
S03B3,2022,0.06267123299999999
S03B3,2023,0.06267123299999999
S03B3,2024,0.06267123299999999
S03B3,2025,0.06267123299999999
S03B3,2026,0.06267123299999999
S03B3,2027,0.06267123299999999
S03B3,2028,0.06267123299999999
S03B3,2029,0.06267123299999999
S03B3,2030,0.06267123299999999
S03B3,2031,0.06267123299999999
S03B3,2032,0.06267123299999999
S03B3,2033,0.06267123299999999
S03B3,2034,0.06267123299999999
S03B3,2035,0.06267123299999999
S03B3,2036,0.06267123299999999
S03B3,2037,0.06267123299999999
S03B3,2038,0.06267123299999999
S03B3,2039,0.06267123299999999
S03B3,2040,0.06267123299999999
S03B3,2041,0.06267123299999999
S03B3,2042,0.06267123299999999
S03B3,2043,0.06267123299999999
S03B3,2044,0.06267123299999999
S03B3,2045,0.06267123299999999
S03B3,2046,0.06267123299999999
S03B3,2047,0.06267123299999999
S03B3,2048,0.06267123299999999
S03B3,2049,0.06267123299999999
S03B3,2050,0.06267123299999999
S03B3,2051,0.06267123299999999
S03B3,2052,0.06267123299999999
S03B3,2053,0.06267123299999999
S03B3,2054,0.06267123299999999
S03B3,2055,0.06267123299999999
S03B3,2056,0.06267123299999999
S03B3,2057,0.06267123299999999
S03B3,2058,0.06267123299999999
S03B3,2059,0.06267123299999999
S03B3,2060,0.06267123299999999
S04B1,2015,0.028082192
S04B1,2016,0.028082192
S04B1,2017,0.028082192
S04B1,2018,0.028082192
S04B1,2019,0.028082192
S04B1,2020,0.028082192
S04B1,2021,0.028082192
S04B1,2022,0.028082192
S04B1,2023,0.028082192
S04B1,2024,0.028082192
S04B1,2025,0.028082192
S04B1,2026,0.028082192
S04B1,2027,0.028082192
S04B1,2028,0.028082192
S04B1,2029,0.028082192
S04B1,2030,0.028082192
S04B1,2031,0.028082192
S04B1,2032,0.028082192
S04B1,2033,0.028082192
S04B1,2034,0.028082192
S04B1,2035,0.028082192
S04B1,2036,0.028082192
S04B1,2037,0.028082192
S04B1,2038,0.028082192
S04B1,2039,0.028082192
S04B1,2040,0.028082192
S04B1,2041,0.028082192
S04B1,2042,0.028082192
S04B1,2043,0.028082192
S04B1,2044,0.028082192
S04B1,2045,0.028082192
S04B1,2046,0.028082192
S04B1,2047,0.028082192
S04B1,2048,0.028082192
S04B1,2049,0.028082192
S04B1,2050,0.028082192
S04B1,2051,0.028082192
S04B1,2052,0.028082192
S04B1,2053,0.028082192
S04B1,2054,0.028082192
S04B1,2055,0.028082192
S04B1,2056,0.028082192
S04B1,2057,0.028082192
S04B1,2058,0.028082192
S04B1,2059,0.028082192
S04B1,2060,0.028082192
S04B2,2015,0.070205479
S04B2,2016,0.070205479
S04B2,2017,0.070205479
S04B2,2018,0.070205479
S04B2,2019,0.070205479
S04B2,2020,0.070205479
S04B2,2021,0.070205479
S04B2,2022,0.070205479
S04B2,2023,0.070205479
S04B2,2024,0.070205479
S04B2,2025,0.070205479
S04B2,2026,0.070205479
S04B2,2027,0.070205479
S04B2,2028,0.070205479
S04B2,2029,0.070205479
S04B2,2030,0.070205479
S04B2,2031,0.070205479
S04B2,2032,0.070205479
S04B2,2033,0.070205479
S04B2,2034,0.070205479
S04B2,2035,0.070205479
S04B2,2036,0.070205479
S04B2,2037,0.070205479
S04B2,2038,0.070205479
S04B2,2039,0.070205479
S04B2,2040,0.070205479
S04B2,2041,0.070205479
S04B2,2042,0.070205479
S04B2,2043,0.070205479
S04B2,2044,0.070205479
S04B2,2045,0.070205479
S04B2,2046,0.070205479
S04B2,2047,0.070205479
S04B2,2048,0.070205479
S04B2,2049,0.070205479
S04B2,2050,0.070205479
S04B2,2051,0.070205479
S04B2,2052,0.070205479
S04B2,2053,0.070205479
S04B2,2054,0.070205479
S04B2,2055,0.070205479
S04B2,2056,0.070205479
S04B2,2057,0.070205479
S04B2,2058,0.070205479
S04B2,2059,0.070205479
S04B2,2060,0.070205479
S04B3,2015,0.014041096
S04B3,2016,0.014041096
S04B3,2017,0.014041096
S04B3,2018,0.014041096
S04B3,2019,0.014041096
S04B3,2020,0.014041096
S04B3,2021,0.014041096
S04B3,2022,0.014041096
S04B3,2023,0.014041096
S04B3,2024,0.014041096
S04B3,2025,0.014041096
S04B3,2026,0.014041096
S04B3,2027,0.014041096
S04B3,2028,0.014041096
S04B3,2029,0.014041096
S04B3,2030,0.014041096
S04B3,2031,0.014041096
S04B3,2032,0.014041096
S04B3,2033,0.014041096
S04B3,2034,0.014041096
S04B3,2035,0.014041096
S04B3,2036,0.014041096
S04B3,2037,0.014041096
S04B3,2038,0.014041096
S04B3,2039,0.014041096
S04B3,2040,0.014041096
S04B3,2041,0.014041096
S04B3,2042,0.014041096
S04B3,2043,0.014041096
S04B3,2044,0.014041096
S04B3,2045,0.014041096
S04B3,2046,0.014041096
S04B3,2047,0.014041096
S04B3,2048,0.014041096
S04B3,2049,0.014041096
S04B3,2050,0.014041096
S04B3,2051,0.014041096
S04B3,2052,0.014041096
S04B3,2053,0.014041096
S04B3,2054,0.014041096
S04B3,2055,0.014041096
S04B3,2056,0.014041096
S04B3,2057,0.014041096
S04B3,2058,0.014041096
S04B3,2059,0.014041096
S04B3,2060,0.014041096
S05B1,2015,0.02739726
S05B1,2016,0.02739726
S05B1,2017,0.02739726
S05B1,2018,0.02739726
S05B1,2019,0.02739726
S05B1,2020,0.02739726
S05B1,2021,0.02739726
S05B1,2022,0.02739726
S05B1,2023,0.02739726
S05B1,2024,0.02739726
S05B1,2025,0.02739726
S05B1,2026,0.02739726
S05B1,2027,0.02739726
S05B1,2028,0.02739726
S05B1,2029,0.02739726
S05B1,2030,0.02739726
S05B1,2031,0.02739726
S05B1,2032,0.02739726
S05B1,2033,0.02739726
S05B1,2034,0.02739726
S05B1,2035,0.02739726
S05B1,2036,0.02739726
S05B1,2037,0.02739726
S05B1,2038,0.02739726
S05B1,2039,0.02739726
S05B1,2040,0.02739726
S05B1,2041,0.02739726
S05B1,2042,0.02739726
S05B1,2043,0.02739726
S05B1,2044,0.02739726
S05B1,2045,0.02739726
S05B1,2046,0.02739726
S05B1,2047,0.02739726
S05B1,2048,0.02739726
S05B1,2049,0.02739726
S05B1,2050,0.02739726
S05B1,2051,0.02739726
S05B1,2052,0.02739726
S05B1,2053,0.02739726
S05B1,2054,0.02739726
S05B1,2055,0.02739726
S05B1,2056,0.02739726
S05B1,2057,0.02739726
S05B1,2058,0.02739726
S05B1,2059,0.02739726
S05B1,2060,0.02739726
S05B2,2015,0.068493151
S05B2,2016,0.068493151
S05B2,2017,0.068493151
S05B2,2018,0.068493151
S05B2,2019,0.068493151
S05B2,2020,0.068493151
S05B2,2021,0.068493151
S05B2,2022,0.068493151
S05B2,2023,0.068493151
S05B2,2024,0.068493151
S05B2,2025,0.068493151
S05B2,2026,0.068493151
S05B2,2027,0.068493151
S05B2,2028,0.068493151
S05B2,2029,0.068493151
S05B2,2030,0.068493151
S05B2,2031,0.068493151
S05B2,2032,0.068493151
S05B2,2033,0.068493151
S05B2,2034,0.068493151
S05B2,2035,0.068493151
S05B2,2036,0.068493151
S05B2,2037,0.068493151
S05B2,2038,0.068493151
S05B2,2039,0.068493151
S05B2,2040,0.068493151
S05B2,2041,0.068493151
S05B2,2042,0.068493151
S05B2,2043,0.068493151
S05B2,2044,0.068493151
S05B2,2045,0.068493151
S05B2,2046,0.068493151
S05B2,2047,0.068493151
S05B2,2048,0.068493151
S05B2,2049,0.068493151
S05B2,2050,0.068493151
S05B2,2051,0.068493151
S05B2,2052,0.068493151
S05B2,2053,0.068493151
S05B2,2054,0.068493151
S05B2,2055,0.068493151
S05B2,2056,0.068493151
S05B2,2057,0.068493151
S05B2,2058,0.068493151
S05B2,2059,0.068493151
S05B2,2060,0.068493151
S05B3,2015,0.01369863
S05B3,2016,0.01369863
S05B3,2017,0.01369863
S05B3,2018,0.01369863
S05B3,2019,0.01369863
S05B3,2020,0.01369863
S05B3,2021,0.01369863
S05B3,2022,0.01369863
S05B3,2023,0.01369863
S05B3,2024,0.01369863
S05B3,2025,0.01369863
S05B3,2026,0.01369863
S05B3,2027,0.01369863
S05B3,2028,0.01369863
S05B3,2029,0.01369863
S05B3,2030,0.01369863
S05B3,2031,0.01369863
S05B3,2032,0.01369863
S05B3,2033,0.01369863
S05B3,2034,0.01369863
S05B3,2035,0.01369863
S05B3,2036,0.01369863
S05B3,2037,0.01369863
S05B3,2038,0.01369863
S05B3,2039,0.01369863
S05B3,2040,0.01369863
S05B3,2041,0.01369863
S05B3,2042,0.01369863
S05B3,2043,0.01369863
S05B3,2044,0.01369863
S05B3,2045,0.01369863
S05B3,2046,0.01369863
S05B3,2047,0.01369863
S05B3,2048,0.01369863
S05B3,2049,0.01369863
S05B3,2050,0.01369863
S05B3,2051,0.01369863
S05B3,2052,0.01369863
S05B3,2053,0.01369863
S05B3,2054,0.01369863
S05B3,2055,0.01369863
S05B3,2056,0.01369863
S05B3,2057,0.01369863
S05B3,2058,0.01369863
S05B3,2059,0.01369863
S05B3,2060,0.01369863
